asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B007U1QKDI,"[0, 0]",5,"I loved the story, the characters...ahhh I guess I loved everything about this book. I honestly read it in one night. It was emotional, creative although probably with a bit a true life experiences for some, and one of the better romance novels I've read in a while. 5 stars to the author xoxo","12 14, 2012",A27VAGZX8L7UGL,Leevora,Beautifully written!,1355443200
B00AYRI3F8,"[0, 0]",5,I don't like cooking and this book is such a blessing for me! So easy! My family loves the meals; my husband actually complimented the meal! Thank you for creating this book!,"07 15, 2014",A2UD0N0LPO9YM0,lrm,Fantastic!,1405382400
B00GRYSNXE,"[0, 0]",5,Good read liked the story and the characters. Looking forward to the next book.  I recommend reading this as it encourages the reader to take charge and believe in your self. Enjoy the read,"01 27, 2014",AGJP6O2AIO1BS,Amazon Customer,Waiting for book2,1390780800
B00DYFWOAC,"[0, 0]",4,"An excellent story, that take's  place in a well known club, if you've read her other books about the men and women, who frequent Sanctum. I enjoyed this story about their Dom in Residence. There is always an adventure and story line in her books, but I felt this one was short.","03 5, 2014",A1H7PGGCWFV1S6,Amazon Customer,Lexi Blake doe's it again.,1393977600
B00KAS8B7G,"[0, 0]",5,"I'm so glad that this started right where it left off. We got a chance to see this couple add a little something new to their relationship. Just like the first story, the love between the two of them, to me, is so obvious. They still have some issues and growing pains like everyone else but they love each other enough to beg and cry for forgiveness if necessary. Still hot and steamy, still full of action and I'd really like to see what's up with Ten, he seems like dangerous fun. I loved this story and hopefully we'll get to see what Bianca and her Russian protector gets into next.","05 22, 2014",A3NVE90M7T4FBT,"M. Hallahan ""Grint Girl""",I Still Love Sergei and Bianca!!!!,1400716800
B00FEX330C,"[1, 1]",5,"This is a fascinating and comprehensive book for everyone who is a fan of the game.  I loved the graphics and tips from Babe Ruth- but what readers will really get out of this is an understanding of everything that happens on the baseball diamond, and an easy way to find rules for situations by position.  Here's a question- what's a safety squeeze and how is it different from a suicide squeeze?  Since I bet you don't know, buy the book!  Give it to that baseball fanatic who thinks s(he) knows everything!","12 6, 2013",A1PESX0RX46W1H,Eric J. Fullilove,The definitive rule book for fans and players!,1386288000
B00CL8S80I,"[0, 0]",5,"Loved it.....Reed is an alpha male to the 10th power. SK gave us a wonderful, but edgy love story. Reed and Skye connection could be felt through out the book. Their love story had just enough edge to keep you wanting more.  I love how SK took us for a walk on the dark side, but left the light on. Looking for a romantic, edgy love story, than this the story to read.","12 28, 2013",A2S2TRLY7K37BM,E-reader and Wine,Alpha Male,1388188800
B00GQAMAJM,"[0, 0]",4,"I have a difficult relationship with New Adult books. I have a hard time connecting emotionally with the characters and their extreme angst. If I put aside that contempt, this offering from Jennifer Chance is quite strong. She has a great premise and the story is well plotted. The characters are interesting, fairly dimensional, and strong. The secondary characters are well drawn. I understand this is the first in a series, so there were probably more characters introduced that need development, and that will come. The pacing was relatively even, and the ending satisfying, if a bit abrupt. I found myself enjoying the story and I would read more from Jennifer Chance.*I received my copy from NetGalley.com in exchange for an honest review.","03 6, 2014",A3L1Z0R3ZB2OFU,Janet,Surprisingly Good,1394064000
B008MMXCMQ,"[1, 1]",5,"The concept of this book got me hooked first - one main character cannot speak or write, yet you are learning about them in a written form and one character can speak.Travis is our speaking character, who sees Drew playing his guitar on his front steps while he walks home from work.  One day, he works up the nerve to approach him and is given a card indicating what Drew's situation is - he can't speak or write, but he's not an idiot!!!This is so well written, you hardly realize only one character is ""speaking"" as you never doubt what Drew is communicating.Drew has been in a relationship before but got hurt, Travis never has had a real relationship, so they have attraction and Travis has no issue understanding Drew or communicating with him, which is a new experience for Drew since most people don't want to make an effort to communicate with him. They spend more and more time together and become more invested in each other when Travis learns he must transfer or lose his job.  Drew has set up a life where he is and does not want to start again, so they are not sure if they are done or if they can make it work and part without really settling that.An intervention from Drew's stepmother, whom Travis had never met previously, determines what their future may be, and again, these guys made me cry for what they faced and what they chose, so I would certainly recommend this book!","11 3, 2012",A2HQLMWOMHOD1R,D. Allan,"Great story, great writing!",1351900800
B00BN9ZD40,"[0, 0]",5,"Harper an American school teacher is swapping lives with a friend in Australia for two weeks.  Having rarely been out of Chicago, life in the Bush is a drastic change. However, the biggest change is the feelings of lust awakened when Harper spends time with Stockmen Keith and Marc.  Keith and Marc fall hard and fast for the sexy American but she is holding something back from them.  They are determined to soothe Harper&#8217;s soul and steal her heart if she&#8217;s willing to give them a shot. Will Harper find love or break two hearts when she heads back to the USA?Misplaced Hands is another great addition to the Foreign Affairs series from authors Lexxie Couper and Mari Carr!  I love how this series gives the reader the best of both worlds.  Aussies and Americans come together to make sweet, sinfully sexy love in Misplaced Hands.  I really enjoyed getting to know Harper and watch how she basically swept Keith and Marc off their feet.  I hope there are books to come in the series or an update on the international couples.  I&#8217;d love to see what hijinks the characters come up with next.This book was reviewed by Miranda for Joyfully Reviewed (JR), and was provided by the publisher/author at no cost to JR for the purpose of being reviewed.","07 6, 2014",A320TMDV6KCFU,MNix,"""I&#8217;d love to see what hijinks the characters come up with next.""",1404604800
B007Y2PMJQ,"[0, 0]",4,"The conflict between those we serve, duty & those we think should be supporting us is the main point of the story.  However, her style alternates from very technical & &#34;slow&#34; to action/adventure chaos.  I found the love story to be fine, but the cultural clashes & trust issues drawn out & at times annoying.  BUT it was good enough for me to get the sequels to see how they all fared.","02 18, 2014",A2FF47ZWQ8X0ND,"Helen M. Gomez ""Calla Queen""",Good story,1392681600
B0061MDIZA,"[0, 0]",5,This is his second book and the only thing that makes me angry is that there is not a third book out yet.  Get to work Tom.  Very pleased with the stories so far.  They are engaging and great for a different perspective.,"02 25, 2013",A2RKLPNHTVHWJT,Jeffery Davidson,Great Read,1361750400
B00FEM9UAA,"[10, 10]",5,"**ARC**In Phoenix we meet Paige who is a 15 year old girl who is not accepted  by her family and she does not understand why. One day she comes home from visiting a friends after school and she is locked out of the house & on the porch is a duffle bag with all of her things and some money in an envelope with a letter explaining she got kicked out because her family does not want her anymore. She is not understanding why they would do this to her since she is always following the rules.Some time has passed and she has worn out her welcome at all of her friends houses and is now living on the streets. She is sleeping in the park one night and a group of kids are hanging on equipment near by, something happens and Paige is brought out of her hiding and here it is that her life will change even more. She meets Tahlia, who offers for her to stay at her house in the garage. Paige finds out fast that Tahlia's Parents are drug dealers and she gets caught up in this world rather fast. On her 16th Birthday Tahlia gives Paige E for the first time and this starts her spiraling out of control.The book moves on from here for the next few years with Paige getting into heavy drug use and being used by a man who she thought loved her like she did him. After being kicked out of his house Paige is realizing if she sleeps with men she will have a place to sleep at night and won't be forced to sleep on the streets again. She meets Braden who works at one of the clubs that she frequents and he winds up falling in love with her, but he is so caught up in his own drug use that he sells her to his dealer to settle a debt.Paige is once again emotionless and numb to what is happening around her, so much so that when she is kicked out of this last place she doesn't even realize what is going on around her or with her body.Finally she is rescued from the depths of Hell and her life is changing for the better.With every book that Lilliana writes you can feel the emotions that have gone into the story and every story gets better as she writes. This story takes us through many emotions. Struggle, Survival, Acceptance, Longing, Angry, Healing & finally LOVE.","10 4, 2013",A34PJ38S0X8ZDJ,Christy's Written Word Love,Emotionally Packed Story,1380844800
B00LJEPCEA,"[0, 0]",5,I am an HR manager and I thought this book would give me some insight into predicting when people are going to be resigning. There was very useful information in it and may make leaving your current job a little easier.,"07 14, 2014",A2EL91BT6PGD7E,Kathy C.,There was very useful information in it and may make leaving your current ...,1405296000
B00JOCJ0PG,"[0, 0]",4,"I have long been a fan of apple cider vinegar because of its numerous health benefits so this book gave me some great ideas to use it more in breakfast, lunch and dinner recipes. For me, Apple cider vinegar is a much better and healthier alternative to drizzling oil all over food, so I will be using this book as a reference guide to add flavour to salads and side dishes.","04 18, 2014",A1LLPMWYSB1BGQ,Anna J,Nice recipe ideas I will be referring to often,1397779200
B0084UQB1U,"[1, 1]",5,"I can't say enough regarding this author.  I really liked this story also & when it comes out in paperback I will be buying it for my collection. Call me crazy but yes, I will be paying twice for the ones I like (which is most of them).","09 18, 2013",A2L4QN7LQDQDG1,ltol,Very touching,1379462400
B00IN62OX4,"[8, 8]",5,"Mallory and Colton are too cute. I'm not really sure why Mallory put up so much of a fight when it came to Colton. She seemed to worry way too much about what everyone else thought. Everyone has their insecurities, I suppose. Colton was so much fun. I loved his personality. He was like a playful puppy. Only you don't have naughty thoughts about a puppy, but you sure do have some about Colton. Whew! Then there's Tanner. I didn't like him at all, but he was a decent distraction in the plot. I really wanted to kick him in the shins and other sensitive parts though. I thoroughly enjoyed Hazards of a One Night Stand. When it comes to reading Alyssa Rose Ivy's books, you really can't go wrong! The ARC of The Hazards of a One Night Stand by Alyssa Rose Ivy was kindly provided to me by the author and Ink Slinger PR for review. The opinions are my own.","03 1, 2014",A23V31AXVPHVJV,What's Beyond Forks?,LOVED this!,1393632000
B00IDRW5LE,"[3, 3]",5,"If you like a laugh-out-loud, sexy story, Unlovable is the book for you! Ms. St. Aubin's sucked me in from the very first page, and I couldn't put it down until I finished it. What a great story! I'm eagerly awaiting the next in the series.","02 13, 2014",A1Z9TCTN478TA,Cindy S.,So fun!,1392249600
B0064GMRSW,"[0, 0]",4,"I grew up watching westerns on television. I can honestly say that this is the first western novel I&#8217;d ever read. It took me back many years. The main character, Morgan Kane is a Teas ranger. He finds himself seeking revenge. While trying to bring a man in, he is forced to kill him. The man&#8217;s brother and friends set out to &#8220;make things right&#8221;. They know his weaknesses for women, alcohol and gambling, and they use these to lure him in. After losing a very large sum of money in a poker game he&#8217;s lured onto a train platform by a beautiful woman. Once there he is shot. He falls from the train but doesn&#8217;t die. After he heals, his mission is to go after the four people who tried to end his life. This is fast and steady in pace and adventure. The characters are very believable. When I learned that this was translated from Norwegian I was shocked that the author definitely knew what the old west was like here. This is definitely a series to look out for.","04 20, 2014",AX48LWJBU5RUH,Sandra K. Stiles,Great Western,1397952000
B00FBF4XRK,"[1, 1]",5,"Julie is just trying to get and after a disastrous marriage when she meets a gorgeous man, Luken. After giving him her number she is surprised when he never contacts her and writes him off as uninterested. Little does she know that Luken is a werewolf and has put off calling her because human and werewolf relationships rarely work out. But as time passes they are pulled together and can't fight the attraction that grows between them. And when outside forces cause Julie to rely on Luken for protection, things just keep getting hotter.Luken and Julie are so hot together! The sexual tension and attraction between them is combustible. But this isn't just about sex with them. Julie and Luken are drawn to each other out of more than just desire. They have genuine love and respect for each other. I loved them as a couple. When Julie needs support Luken is the first one there, willing to help her in any way. He doesn't smother her but lets her know he will be there for her if she needs it.I am a huge fan of shape shifter books and I enjoy seeing all the different worlds that are created by authors and this one was just as entertaining. Cavanaugh did a good job of sharing her world of shifters without making the reader feel as if we were reading a text or leaving things out to confuse us. I liked how we learned a lot of things throughout the book like Julie does. It made it more interesting to learn with her instead of just being overloaded with facts from the beginning.My main complaint with the story is the almost cliffhanger. We get a full story about Luken and Julie but the packs are left in turmoil and many things will change in the future. There were so many characters that wee mentioned that I am hoping will get a story as we see how their world will change but I wish we weren't left so up in the air as to the fates of certain characters and the packs in general. I feel like there are so many story lines open after this book and I can't wait to see what Cavanaugh has planned.book provided by the publisher for the purpose of an honest reviewreviewed by megan","09 24, 2013",A2FSWI7Q6MZ9PX,"Vanessa ""The Jeep Diva""",When Lust Rules,1379980800
B00GQAMAJM,"[0, 0]",3,"Lacey Dawes is a super fan. Not only did she lust after her favorite teen heartthrob but she scrap booked his life as they both grew older and wrote him letters to share how much she cared about him, the person... not the heartthrob. She was destined to be with him in some fashion so she worked her way into a job with IMO, the new publicity firm taking on Dante Falcone, man of Lacey's Dreams. Now it's time to put all her knowledge to good use, while tying to keep her super fandom low key.Dante Falcone, teen heartthrob turned twenty something phenom in the rock world with a heart of gold and a love for a more subdued music style. He's looking to find a connection that will fill the hole that he just can't seem to fill with his music and the donations to the children's hospitals. Until he sees her, in the crowd at one of his shows. Drawn to her and wondering if they'll ever cross paths again fate would bring them together and he would request that she, Lacey Dawes, be the one from his new publicity firm to go with him on tour as they hatch the plan to make him a big money earner for his new sponsors.This read started a little slow for me because in the beginning is sounded a lot like another book I read and I kept feeling like I had already read it. It quickly picked up and became one of those stories that a teen girl with a heart throb crush would look to as a guide of how she too can make her dreams come true. It was a fun read with some great moments, some that I would have liked to see built up more than those that were. It would be nice to see another book about the 2 of that now that the tour is over.  Book 2 in the series is about Anna, one of Lacey's roommates... Fake It. I'll be checking that one out next.I was provided with an ARC from Netgalley in exchange for an honest review.","05 8, 2014",AK1Z8JF6041TS,"upinthecosmos ""Melanie""",Teen Fantasy Come True,1399507200
B00DP121BC,"[1, 1]",4,"There is nothing that I love more than a plus-size heroine finding her HEA with a sexy man!  In Lust Eternal, the sexy man is Keeshan, a victim to a curse that's put him inside of a lamp.  He's spent years pleasuring the women who find the lamp, developing feelings for them, and then being left heart broken when they leave.  He's desperate to find an end to the curse when the plus-size heroine of his dreams, Aimalee, finds her way to him.  He has no problem pleasuring her and enjoying her company.  He can't seem to get enough of her.  He knows she's going to leave like everyone else, so he's going to give it his all and enjoy what time he has with her.  And boy, does he give it his all!Lust Eternal has everything an erotic romance should have - sexy male, detailed steamy sex scenes and a sweet romance that gives the book heart.  The story of Aimalee and Keeshan is what I would consider an adult version of the whole genie in a lamp bit, adding a deeper layer of emotion and eroticism.  My favorite thing about this book is the way Keeshan worships Aimalee's curves.  As a woman with curves, it's so nice to read something that celebrates us and it makes it so much easier to relate and enjoy.  The pacing of the book is nicely done, making it a quick and enjoyable read as well.book provided by the publisher for the purpose of an honest reviewreviewed by Marie","07 29, 2013",A2FSWI7Q6MZ9PX,"Vanessa ""The Jeep Diva""",Lust Eternal,1375056000
B00C6ZTN64,"[1, 1]",4,This story follows on really well from the first two books by Lainey Reese.Tells a really good story about patience and perseverance when you know whatyou want regardless of what others think,"08 23, 2013",A7J5OW8QCZFZE,Meg,Great follow on from the other two books,1377216000
B00IX408E8,"[12, 12]",5,"The Poppy Fields by Author D.G. TorrensEmily Matthews is a young woman who is very devoted to her work at a charitable organization that raises funds to help wounded soldiers as they return from the battlefield. Some are amputees...but all of the survivors who benefit from her organization have been scarred one way or the other, whether physically or emotionally. The effects of war and the negative consequences are near and dear to Emily's heart.  She lost the love of her life, Robby, to the war in Afghanistan and after two long and lonely years, she still mourns his loving absence from her life. Now Emily is reluctant to ever fall in love again and is determined to close her heart to such a possibility.  Every year she spends time in the much loved poppy field near her home where she relives one of her fondest memories of better times with Robby.James Harrison, on the other hand, is in his late twenties and a former rifleman who experienced three tours of duty in Afghanistan. He returns to the UK after being injured in battle and receives new training as a physiotherapist. He is also a man whose heart has been broken. James has been in a previous serious relationship with long time girlfriend, Naomi, who decided she no longer wanted to live in Benton Cross. She subsequently leaves to pursue a career in London and James is emotionally crushed when they go their separate ways.  He is determined to immerse himself in his work as he caters to the wounded survivors of war. However, in a local bookstore as he peeks up between the shelves of books, he is intrigued and captivated by the most incredible eyes looking back at him...From then on, an enticing love story ensues between these two very reticent and awe struck individuals. Of course, they certainly meet their fair share of challenges which readily entice the reader as their relationship unfolds...Author D.G. Torrens is fast becoming a seasoned author with several well-written novels now published. I have had the honor of reading and reviewing two others and ""The Poppy Fields"" is another crowd pleaser with its many unpredictable twists and turns. I truly enjoy a good love story and this one certainly fits the bill. There are plenty of historical facts and medical data included to spice up the story line and give this fictional novel the required authenticity. There is a cliff hanger at the end of this easy-to-read romantic novel, therefore, I know there is more ""good stuff"" to come!  I can't wait to read the next installment...Inspirational Author & Book Reviewer ~ Dolores AyotteUp The ""Down"" Ladder","04 9, 2014",A1MCV6FTU0785D,Dolores Ayotte,Love story with a twist...,1397001600
B00JK7QZT4,"[0, 0]",5,Any book on canning and preserving gets a thumbs up!,"07 5, 2014",A40V8X8HK6RKE,Susan Darlene Croteau,Canning is rewarding!,1404518400
B00KHHOUKW,"[0, 0]",5,"With the fourth installment releases soon, you all need to read this series. I love every dangerous word, erotic scene, and mysterious page. Zeth is fantastic and I love falling further with each tantalizing tease of his tongue.","07 8, 2014",ACUTKWC2Y2F4K,"H BestSellersBestStellars ""HWR""",READ THIS SERIES!,1404777600
B006WEE1DK,"[0, 0]",4,I really enjoyed reading your guardian agency series. The first one was great & the second was even better but this one was my favorite!! You give just enough edged to your books to keep the reader turning pages & not just some love at first sight lets have sex book & let's talk about the sex scenes (YUMY)!!!!! Will read more of your books...,"11 23, 2013",A1IYET6MHZ4809,Donna Bradley,3rd one is a Charm,1385164800
B00DPWZ2J4,"[0, 0]",5,Excellent book from an excellent series. Boss & Jen's love story will make you laugh & cry. I just love all of D.H. Sidebottom's books & I can't can't wait for the 3rd installment on Halloween! This is as must read series just like Heart of Stone.,"08 29, 2013",A2EQ3L3HZC9WNB,"Maria, Broomall PA",D.H. Sidebottom never disappoints!,1377734400
B00AOVHK76,"[1, 3]",2,I got this book because it was either free or .99.  It wasn't horrible but I found it hard to get into the story. I won't be reading anymore from this series.,"05 1, 2013",A2IC4YAQ4II50L,adriana aviles,Didn't capture my attention,1367366400
B004LE7PCM,"[0, 0]",5,I enjoy the Sherlock Holmes Books and would recommend them to any oneEarly Engish novels are great reading .,"08 22, 2013",A16HRFB58ND53S,jettybetty,Sherlock Holmes great reading,1377129600
B00HDKZUVE,"[0, 1]",5,"I have tried many cookbooks- paleo, mediterranean, vegetarian; you name it. This ones tops the cake. While I do love my other recipe books dearly, what makes this one stand out is the simplicity, and PHENOMENAL taste. You would never know they are low-carb. I especially love using this book to prepare breakfast- I just can't have enough pancakes, and there are a good dozen different ones in this book! 5 star recommendation.","06 17, 2014",AWN14WKL45NZ6,Amazon Customer,My new favorite cookbook,1402963200
B00CC68QCY,"[0, 0]",4,"4.5 StarsI've been sold on author Tamara Morgan since the very first book I read by her and each time I read her I'm more and more enthralled. It's hard to even explain why I enjoy her work so much but I'll try. I like that she goes out of her way to weave stories, I love that she chooses often different occupations or hobbies for her characters, and I admire the way she makes her characters own up to their issues and shortcomings. She never gives them an out; they have to figure it out and ""man-up"" to get where they want to be. The Derby Girl is no different and for that I am extremely thankful.When Jared Fine came on the scene in the first book of this series, Rebound Girl, I'll admit I really kind of hate him. Mostly for his past sins but also for his arrogant, self serving attitude. So, I really wondered if I'd enjoy his story at all because honestly I didn't think he was worthy of anyone. Can I just say that he met his match and more in Gretchen? I freakin' love, love strong and sassy heroines and that describes Gretchen in spades. I love that when Jared first met her he saw her not at her best and he was still completely and totally enamored. Yes, he was completely clueless and didn't know her from his regular morning breakfast stop (I told you he was self centered) and of course her body art intrigued him, but the fact that he wanted to protect and help her showed he too had a better side, a side most people never see. I liked that she called him on his crap and wouldn't let him get away with bad behavior. I loved that she made him see what a complete and total prick he could be to people something I really don't think he had a clue he did on a regular basis. Yes, he said he wasn't a good person and he warned her that he wasn't the hero everyone made him out to be but she saw past that and understood the complex and the many different sides there are to Jared.Honestly on paper these two seem so mismatched. He's a respected humanitarian and world renowned plastic surgeon and she's a part time barista, part time life guard, and a serial student. He's all tuxedos and country club and she's all corsets and roller derby. But in reality they are well suited and in addition their heat is off the charts. I love that they end up going at it in some interesting places because they just simply can't wait another minute. But, I hate that neither one is honest about their feeling for each other causing all kinds of issues and insecurities especially when Jared is courted for a dream job.While their relationship is at the forefront of this book, both Jared and Gretchen are dealing with family issues and Jared's partners including his ex Whitney and her new boyfriend have firmly planted themselves in the middle of their relationship further pushing Jared's buttons and filling Gretchen with all kinds of tales. I love seeing the characters from the first book and it makes me wonder what's up next for this charming and fun series.With a completely fresh plot, witty and entertaining dialog, hot sexy encounters, characters who have something to prove to themselves, and dynamic writing The Derby Girl is a must read for romance lovers and an excellent addition to an already strong series.Review copy provided for an honest review.","08 27, 2013",A3LXRIY0HE71K,"Guilty Pleasures Book Reviews ""Guilty Pleasur...","Fresh, witty and sexy...",1377561600
B00BCG1N16,"[0, 0]",3,"Typical but well written...you know full well they're going to make up and take up, and that's okay...it's a pleasant hour and a half read...","06 7, 2014",A3L77Q2U2KYEUR,Miz J,Typical romance...,1402099200
B00K64GZR2,"[1, 1]",5,"I loved this book! The author, Vi Zetterwall, has created a contemporary romance with some really lovable characters with complicated issues.  My favorite aspect of this book is the author&#8217;s exquisite descriptions of the electric energy between Rachel and her love interest (no spoilers here!). You can literally feel the crackling between the main characters; their attraction to each other is so real and so strong, it transcends the limitations of the page and fills the room. The author did a very nice job of creating a romance that is so hot, so steamy, and so descriptive; it is a stellar recounting of a love that surpasses everything that has become mundane about today&#8217;s works of romantic fiction.I simply refuse to ruin the ending of this novella for you. It will have to suffice to say that the ending is so packed full of surprise that this book will haunt you long after you&#8217;ve finished the last page. You&#8217;ll be left re-hashing the plot in your mind, wondering at all you ever thought to be true about love and happy endings.Well done, Vi Zetterwall! This book is much-deserving of the 5 stars I&#8217;m giving it! Let us hear from your pen again soon.","05 23, 2014",A1VXZ2RNXMXHFH,Monica LaSarre,Contemporary and Endearing,1400803200
B007SPPH1M,"[0, 0]",3,It really works for the better when they both want each other. He really tricked her and she fulfilled his desire.,"07 20, 2013",A28REJAM6899K8,Peaches,Lust.,1374278400
B005JTNDEM,"[1, 1]",2,"This book was short and free for which I am very glad. I think I was just getting to understand what it was about when it stops. It was after all a teaser but it did not give me enough incentive to read the next one ""Mercury Rising"". One of the strange things was the formatting there were a couple of links which went to a short glossary but other things that looked like links, question marks in a rectangle which were just there. I suppose in summary it was just not my type of book and I just did not appreciate it.","11 29, 2011",A15YT5AKBDUGU0,Bob,Short and free,1322524800
B009G3ZK9S,"[1, 2]",4,"Sci-fi and erotica in one story? Could be either awkward or really good. At least that was my thinking when I started reading Blue Cheesecake. It put my mind at ease when I knew there wasn't anything really freaky going on with aliens in this story. Just the normal stuff that goes on in an erotic story: a lot of mental foreplay and sex. Ok, there was a little part about a tail, but it didn't get too strange...and hey, that might be a normal thing on another planet.This was a good short read. I'd even read it if the erotic parts were cut. I wouldn't mind learning about the alien race a bit more and their background. If could have used a little longer of an erotic scene, even. That might have drawn my attention away from the story elements and focus on what the story really is about: hot human/alien action.Another pleasing story from Parkerson. Can't hurt to check it out","11 19, 2012",A1AR6ZVHOTLVK5,Robert Zimmermann,Review: Blue Cheesecake by Charity Parkerson,1353283200
B0051PXSY4,"[0, 0]",2,"Some funny, some raunchy, some dumb, and one or two golden nuggets that sound like something I've said in my own lifetime, this book is full of a years worth of tweets that the author decided to send out. Honestly it was good enough to pass a bit of time, but definitely glad I got it for free.","04 17, 2014",A3S8RIUMC4GJIW,"Krysi Joseph aka boekverslaafde ""Book Addict""","quick read, some pretty good, some pretty bad",1397692800
B00FMF21QO,"[0, 0]",5,I absolutely loved this book!!  I had to read it in one day. It definitely kept my attention from beginning to the end.  The characters were amazing and the plot was intriguing.  I can't wait to read the rest if the guys stories.  They were all really hot alpha guys but so sweet.  Sarah and Shooter were perfect together and their chemistry together was awesome.  You can't go wrong with this book.,"05 2, 2014",A2C9V1ZTFL7YJL,P. C. MARTIN,Seriously awesome,1398988800
B006OOSWRO,"[1, 1]",5,"This was a thrilling read. I love horror and am a huge fan of 'The Walking Dead'. I have to say that if Deadlocked were a movie, The Walking Dead would get a serious run for it's money. The action in this book is constant and the author keeps you surprised through the entire story. My favorite part of the book was at the end when Mr. Wise wrote about his motivation for this series and what the journey writing this book was like for him. He explained what he wanted to accomplish with his writing technique and that, I believe, made the story even better. If you are a horror fan, you should definitely give this a try. You won't regret it.","05 12, 2012",A2T3LK9K6C40UN,"Amazon Customer ""Writing opinions""",Awesome Reading For Zombie Lovers,1336780800
B00C5J1OF4,"[0, 0]",4,The idea of using the Muffin Tin for almost any kind of food was new to me .Many of the recipes looks easy to make the one that I have was just delicious .,"02 9, 2014",A1ID8E7FE4GK3X,Oskar,Nice book with some great ideas,1391904000
B00KKQT1CC,"[0, 0]",5,"I loved reading this book, a great read for young and old. Bernie, a young god at he beginning, a soft hearted young man who doesn't deserve such an enemy. I suggest everyone should at least read this book once.","06 28, 2014",AF7L7Q6XWE6M0,Bigi Stotzka,"Universe builder, beta reader.",1403913600
B00IBLRGCK,"[0, 0]",5,"This book was a really good read. It was full of useful tips and exercises making the days after a break up easier to deal with. Years ago I myself had a serious problem with attachment in relationships, but the older I got the more I realized if someone wants to leave let them go. Its better to let someone go than to keep them around because all it does is cause more pain than its worth in the long run. They will eventually see the grass isn&#8217;t always greener on the other side, but by then its to late. This is an excellent book for those who are in a relationship, especially those that have been in a relationship for 8 or more years.","02 14, 2014",A3LL2X96LT6HS6,Theresa Franks,Getting Over A Break Up,1392336000
B00J09V94S,"[0, 1]",3,"I enjoyed this book for the most part. I like the way the writer concisely explained the Roth IRAs, Coverdell Savings, the 529 tuition plan and also the custodial accounts. However, on the down side, I think the writer could have included more information about the Investment Accounts such as providing examples of the options available and possible institutions from which these accounts can be accessed. All in all, it was a decent read. I hope it will provide some insight for parents.","04 10, 2014",A3FOK5F41ZC4JT,Deneil C.,A fair enough overview,1397088000
B00I1VX9YO,"[1, 1]",5,As usual Tracy Wolfe has gone all out. Nothing is sexier than a rock star. Quinn and Elise are awesome! I love the practical jokes. Keeps it all real!,"02 24, 2014",A2QKVFPLV8QXLJ,Kathy Young,Hot.,1393200000
B00806SB5W,"[0, 1]",5,"great short story, really fun read. totally titillating told tale with good laughs and who knows, maybe real! the end makes one hopeful/worried but definently NOT dreadfully dreary (read to see what this is)","07 20, 2012",A290MZ8Y4SRT3P,"Curtis Lyon ""curtlyon19""",fun read,1342742400
B00IRNT56M,"[1, 2]",5,"Loved the LLC and Dallas story! If you like MC novels, then this is the writer to watch out for great stories. Kim Jones you rocked the s*** out of this one!!!!!!","03 11, 2014",A2FXFKB61NR29K,Patricia,Wow!,1394496000
B009ZOZLPG,"[0, 0]",3,"I found this book by Kindle surfing and reading reviews, the price helped to with it being a new author to me.It had an interesting story line, I've read stories along the same lines in using Seattle and barriers to between the good, the bad and the hummmm not so sure.It was not a complex story and a few times I had to stop and go back and reread to figure out what I had just read and there was not really much depth to the characters but given that I've already downloaded the sample of Ashers story as I liked the idea of how this story ended and want to see if it works out.","01 12, 2014",A1YJMYWIBJYIQ5,Tlb,A nice easy read on windy Saturday...,1389484800
B004J8HVQK,"[0, 0]",3,"This is quite an interesting story, simple, not-so scary ghost story that can still fancy every readers interest. I like how the plot of the story has been layed out and the ghost in the story caught my interest. Overall, it's a unique ghost story but it needs improvement.The downside here is that there are a lot of unnecessary details in the story made the story boring and made it uninteresting in some parts. The author has put in so much descriptive words that made me think that I wasn't reading a ghost story after all.On good side, it is a very unique story that caught my attention. Not as scary as other ghost stories are, but overall a good book to grab.","09 19, 2012",A3TCNTBOZXT2XK,Ffamran mied Bunansa,a unique ghost story,1348012800
B00IMTWRPM,"[0, 0]",5,This book was really good I recommend it to my fellow readers it was definitely on point I can't wait for part 2,"02 27, 2014",A39JGZM8Q58CDN,Amazon Customer,A Good Book,1393459200
B008FWBWRU,"[1, 1]",5,"So enticing, I just HAD to finish each andevery word . What a delightful couple of days it was too!","02 19, 2013",A33IU787XVKQNN,meredith,Hmmmm.....need I say more?,1361232000
